Date,BAC,C,GS,JPM
2019-10-14,27.69171714782715,65.04998779296875,196.40481567382812,109.6166000366211
2019-10-15,28.252395629882812,65.95759582519531,197.01551818847656,112.92063903808594
2019-10-16,28.6705265045166,64.36467742919922,197.9315948486328,112.65706634521484
2019-10-17,28.75605583190918,64.45729064941406,197.01551818847656,113.28773498535156
2019-10-18,28.84157943725586,64.5869369506836,197.07278442382812,113.48541259765625
2019-10-21,29.478281021118164,66.50398254394531,199.67788696289062,116.29996490478516
2019-10-22,29.649335861206055,66.73551177978516,200.0118865966797,117.46720123291016
2019-10-23,29.858400344848633,67.0967025756836,201.6531982421875,117.77784729003906
2019-10-24,29.801382064819336,66.95777893066406,201.3955535888672,117.693115234375
2019-10-25,30.143489837646484,67.76349639892578,204.4300994873047,118.63445281982422
2019-10-28,30.257524490356445,68.15245819091797,207.7890625,119.0862808227539
2019-10-29,30.476093292236328,67.68939971923828,207.68409729003906,119.01097869873047
2019-10-30,30.0484619140625,67.57827758789062,205.93780517578125,118.35204315185547
2019-10-31,29.715856552124023,66.55029296875,203.61898803710938,117.5895767211914
2019-11-01,30.219511032104492,68.87278747558594,207.4455108642578,120.30058288574219
2019-11-04,30.789697647094727,70.09465789794922,209.8120880126953,121.2607192993164
2019-11-05,31.188817977905273,69.79618835449219,208.63833618164062,121.52428436279297
2019-11-06,31.160310745239258,69.41375732421875,208.4283905029297,121.71255493164062
2019-11-07,31.578447341918945,70.71026611328125,213.07562255859375,122.37146759033203
2019-11-08,31.606948852539062,70.99942016601562,212.71302795410156,122.72918701171875
2019-11-11,31.530929565429688,70.514404296875,209.010498046875,122.29615783691406
2019-11-12,31.445402145385742,70.02005004882812,210.32737731933594,121.58077239990234
2019-11-13,31.160310745239258,68.9380874633789,209.28724670410156,120.940673828125
2019-11-14,31.074785232543945,68.87278747558594,209.3922119140625,121.05364227294922
2019-11-15,31.293354034423828,69.3951187133789,210.17469787597656,121.9290542602539
2019-11-18,31.321861267089844,69.3951187133789,209.67849731445312,122.95508575439453
2019-11-19,31.302852630615234,69.786865234375,209.97430419921875,122.91743469238281
2019-11-20,31.065279006958008,68.9380874633789,207.94175720214844,122.02318572998047
2019-11-21,31.20782470703125,68.92875671386719,208.2471160888672,122.30557250976562
2019-11-22,31.530929565429688,69.83350372314453,210.20333862304688,123.11510467529297
2019-11-25,31.80651092529297,70.58900451660156,212.5603485107422,123.77405548095703
2019-11-26,31.692474365234375,70.3838119506836,212.27406311035156,123.94347381591797
2019-11-27,31.759000778198242,70.62631225585938,212.75120544433594,124.31059265136719
2019-11-29,31.663969039916992,70.06668090820312,212.4153289794922,124.0281753540039
2019-12-02,31.76849937438965,69.50704193115234,208.85507202148438,123.75521087646484
